symbol,year_id,year_label,sort_order,equity_capital,reserves,borrowings,other_liabilities,total_liabilities,fixed_assets,cwip,investments,other_assets,total_assets,debt_to_equity,equity_ratio,book_value_per_share
BANKBARODA,15,Mar 2015,20154,444.0,41574,665483,26465,733966,2978,0,124739,606248,733966,15.838045599504975,0.05724788341694302,189.27027027027026
BANKBARODA,18,Mar 2016,20164,462.0,42041,620536,28134,691173,6359,0,128894,555920,691173,14.599816483542337,0.06149401090609732,183.995670995671
BANKBARODA,21,Mar 2017,20174,462.0,42605,648499,27649,719216,5930,0,140716,572570,719216,15.057909768500243,0.05988048096816533,186.43722943722943
BANKBARODA,24,Mar 2018,20184,530.0,46036,672311,28919,747796,5532,0,175137,567126,747796,14.437808701627796,0.062270993693467204,175.72075471698113
BANKBARODA,27,Mar 2019,20194,530.0,54466,734456,30217,819670,7368,0,195716,616586,819670,13.354716706669576,0.06709529444776556,207.5320754716981
BANKBARODA,30,Mar 2020,20204,925.0,75179,1068981,54850,1199935,9268,0,289727,900941,1199935,14.046318196152633,0.06342343543608613,164.54918918918918
BANKBARODA,33,Mar 2021,20214,1036.0,81354,1067173,53104,1202667,8441,0,281859,912367,1202667,12.95270057045758,0.06850607857370328,159.05405405405406
BANKBARODA,36,Mar 2022,20224,1036.0,90833,1185331,62922,1340121,11098,1,347587,981435,1340121,12.902404510770772,0.06855276501151762,177.35328185328186
BANKBARODA,39,Mar 2023,20234,1036.0,104019,1342592,78224,1525871,9865,3,397487,1118516,1525871,12.77989624482414,0.06884920153800682,202.8088803088803
BANKBARODA,41,Mar 2024,20244,1036.0,118677,1453761,81302,1654775,9054,6,407136,1238579,1654775,12.143718727289434,0.07234397425631883,231.1061776061776
BEL,7,Mar 2013,20134,2.0,4,24,15,45,12,0,0,33,45,4.0,0.13333333333333333,3.0
BEL,11,Mar 2014,20144,2.0,5,21,18,46,7,0,0,39,46,3.0,0.15217391304347827,3.5
BEL,15,Mar 2015,20154,2.0,5,26,16,49,6,0,0,43,49,3.7142857142857144,0.14285714285714285,3.5
BEL,18,Mar 2016,20164,9.0,3,25,15,52,6,0,0,46,52,2.0833333333333335,0.23076923076923078,1.3333333333333333
BEL,21,Mar 2017,20174,9.0,6,29,32,77,6,0,0,71,77,1.9333333333333333,0.19480519480519481,1.6666666666666667
BEL,24,Mar 2018,20184,10.0,21,48,42,121,11,0,0,110,121,1.5483870967741935,0.256198347107438,3.1
BEL,27,Mar 2019,20194,11.0,38,47,30,126,11,0,0,114,126,0.9591836734693877,0.3888888888888889,4.454545454545454
BEL,30,Mar 2020,20204,11.0,44,44,23,122,14,0,0,108,122,0.8,0.45081967213114754,5.0
BEL,33,Mar 2021,20214,11.0,48,49,43,152,15,1,0,136,152,0.8305084745762712,0.3881578947368421,5.363636363636363
BEL,36,Mar 2022,20224,11.0,58,58,35,163,17,0,0,145,163,0.8405797101449275,0.4233128834355828,6.2727272727272725
BEL,39,Mar 2023,20234,11.0,64,39,29,144,17,0,0,126,144,0.52,0.5208333333333334,6.818181818181818
BEL,41,Mar 2024,20244,11.0,73,43,33,161,18,0,1,142,161,0.5119047619047619,0.5217391304347826,7.636363636363637
BEL,40,Sep 2024,20242,11.0,80,78,55,225,34,1,1,190,225,0.8571428571428571,0.40444444444444444,8.272727272727273
BHARTIARTL,7,Mar 2013,20134,1899.0,48423,66736,40912,157970,125674,2992,7710,21594,157970,1.326179404634156,0.318554155852377,132.49605055292258
BHARTIARTL,11,Mar 2014,20144,1999.0,57757,75896,45840,181492,140614,0,15531,25347,181492,1.2700984001606532,0.3292486721177793,149.46473236618309
BHARTIARTL,15,Mar 2015,20154,1999.0,37778,83415,58747,181939,124279,17415,10752,29494,181939,2.097066143751414,0.21862822154678216,99.49224612306153
BHARTIARTL,18,Mar 2016,20164,1999.0,64771,100646,57056,224472,172293,5702,11977,34500,224472,1.5073536019170286,0.29745357995652016,167.00850425212604
BHARTIARTL,21,Mar 2017,20174,1999.0,65458,107288,57578,232322,178235,10838,14339,28910,232322,1.5904650369865247,0.29035993147441913,168.72686343171586
BHARTIARTL,24,Mar 2018,20184,1999.0,67536,111334,68653,249521,187200,9751,16159,36411,249521,1.60112173725462,0.2786739392676368,173.92446223111554
BHARTIARTL,27,Mar 2019,20194,1999.0,69424,125428,77176,274026,200832,9634,15711,47850,274026,1.7561289780602887,0.2606431506499383,178.64682341170584
BHARTIARTL,30,Mar 2020,20204,2728.0,74417,148228,133718,359091,229256,4282,25476,100077,359091,1.9214207012768163,0.21483412282680434,141.3947947214076
BHARTIARTL,33,Mar 2021,20214,2746.0,56207,162785,122679,344417,223480,5726,27550,87661,344417,2.7612674503417978,0.17116750915314866,107.343408594319
BHARTIARTL,36,Mar 2022,20224,2795.0,63759,169678,124975,361207,244083,5955,29349,81820,361207,2.5494786188658836,0.18425445797008363,119.05903398926655
BHARTIARTL,39,Mar 2023,20234,2837.0,74726,226020,140974,444557,277394,49425,32954,84784,444557,2.914018281912768,0.1744725648229586,136.6989777934438
BHARTIARTL,41,Mar 2024,20244,2877.0,79742,215592,144408,442019,303303,16904,31602,90210,442019,2.6094723973904306,0.18691277976738557,143.5853319429962
BHARTIARTL,40,Sep 2024,20242,2896.0,84202,225541,148344,460982,330199,8753,34438,87592,460982,2.5895083698822017,0.1889401321526654,150.3763812154696
BHEL,7,Mar 2013,20134,490.0,30059,2698,38572,71818,4667,2467,6,64679,71818,0.08831712985695113,0.42536689966303715,124.68979591836735
BHEL,11,Mar 2014,20144,490.0,32681,4693,37468,75331,4729,2931,6,67665,75331,0.14147900274336017,0.4403366475952795,135.39183673469387
BHEL,15,Mar 2015,20154,490.0,33717,1889,34887,70983,4230,2614,6,64134,70983,0.055222615254187736,0.48190411788738147,139.6204081632653
BHEL,18,Mar 2016,20164,490.0,31825,211,33051,65577,3969,318,796,60494,65577,0.006529475475785239,0.4927794806105799,131.89795918367346
BHEL,21,Mar 2017,20174,490.0,31899,156,29153,61698,3601,168,757,57171,61698,0.0048164500293309456,0.5249602904470161,132.2
BHEL,24,Mar 2018,20184,734.0,31601,110,31495,63940,3073,203,429,60235,63940,0.0034018865006958405,0.5057084766969033,88.10626702997276
BHEL,27,Mar 2019,20194,696.0,30208,2598,30987,64490,2970,235,152,61132,64490,0.08406678747087756,0.47920607846177704,88.80459770114942
BHEL,30,Mar 2020,20204,696.0,27964,5080,26550,60291,2817,314,162,56998,60291,0.17725052337752967,0.4753611650163374,82.35632183908046
BHEL,33,Mar 2021,20214,696.0,25287,4951,25025,55960,2491,420,185,52864,55960,0.1905476657814725,0.464313795568263,74.66379310344827
BHEL,36,Mar 2022,20224,696.0,25810,4830,25654,56991,2398,431,205,53956,56991,0.18222289292990265,0.46509097927742976,76.16666666666667
BHEL,39,Mar 2023,20234,696.0,23682,5454,27832,57664,2476,354,235,54599,57664,0.22372631060792517,0.4227594339622642,70.05172413793103
BHEL,41,Mar 2024,20244,696.0,23742,8856,26493,59788,2574,308,256,56650,59788,0.36238644733611586,0.40874422961129325,70.22413793103448
BHEL,40,Sep 2024,20242,696.0,23503,9128,28466,61793,2571,311,267,58645,61793,0.3772056696557709,0.39161393685368895,69.53735632183908
BOSCHLTD,3,Dec 2012,20123,31.0,5542,230,2098,7902,863,408,1529,5102,7902,0.041270410909743406,0.705264490002531,1797.741935483871
BOSCHLTD,6,Dec 2013,20133,31.0,6263,183,2414,8891,938,440,2202,5311,8891,0.029075309818875118,0.707906872117872,2030.3225806451612
BOSCHLTD,15,Mar 2015,20154,31.0,7316,111,2973,10431,968,276,2890,6298,10431,0.015108207431604737,0.7043428242737992,2370.0
BOSCHLTD,18,Mar 2016,20164,31.0,9504,50,2848,12433,1149,151,4628,6505,12433,0.005243838489774515,0.7669106410359527,3075.806451612903
BOSCHLTD,21,Mar 2017,20174,30.0,8769,0,3000,11800,1514,129,3927,6231,11800,0.0,0.7456779661016949,2933.0
BOSCHLTD,24,Mar 2018,20184,30.0,9951,0,3946,13927,1318,313,5240,7056,13927,0.0,0.716665469950456,3327.0
BOSCHLTD,27,Mar 2019,20194,30.0,9097,0,3583,12710,1176,644,4054,6836,12710,0.0,0.7180959874114871,3042.3333333333335
BOSCHLTD,30,Mar 2020,20204,30.0,9240,74,3977,13320,1342,487,4042,7450,13320,0.007982740021574973,0.6959459459459459,3090.0
BOSCHLTD,33,Mar 2021,20214,30.0,9793,54,4898,14774,1241,488,5157,7888,14774,0.005497302249821846,0.6648842561256261,3274.3333333333335
BOSCHLTD,36,Mar 2022,20224,30.0,10658,73,4650,15410,1211,606,5528,8066,15410,0.0068300898203592815,0.6935756002595717,3562.6666666666665
BOSCHLTD,39,Mar 2023,20234,30.0,10983,53,5194,16259,1731,366,5023,9140,16259,0.004812494324888767,0.677347930377022,3671.0
BOSCHLTD,41,Mar 2024,20244,30.0,12034,39,5252,17355,1770,224,5125,10236,17355,0.003232758620689655,0.6951310861423221,4021.3333333333335
BOSCHLTD,40,Sep 2024,20242,30.0,12708,31,5752,18521,1653,282,5821,10766,18521,0.0024336630554247134,0.6877598401814157,4246.0
BPCL,7,Mar 2013,20134,723.0,16052,33157,29696,79628,24721,7463,7470,39974,79628,1.9765722801788375,0.21066710202441352,232.01936376210236
BPCL,11,Mar 2014,20144,723.0,18717,33152,35868,88460,27580,9372,6985,44523,88460,1.705349794238683,0.2197603436581506,268.87966804979254
BPCL,15,Mar 2015,20154,723.0,21839,25492,38268,86322,29109,15787,7712,33714,86322,1.1298643737257335,0.26137021848427977,312.060857538036
BPCL,18,Mar 2016,20164,656.0,27138,23388,35241,86422,25358,17459,9401,34203,86422,0.8414765776786357,0.3216079239082641,423.68902439024396
BPCL,21,Mar 2017,20174,1311.0,29508,35725,42541,109086,33684,16834,21327,37241,109086,1.1591875141957884,0.2825202134096034,235.0800915331808
BPCL,24,Mar 2018,20184,1967.0,34652,37659,46078,120356,45539,9875,23725,41217,120356,1.0284005570878505,0.30425570806607066,186.16675139806813
BPCL,27,Mar 2019,20194,1967.0,36798,44839,53322,136926,49315,13654,24907,49050,136926,1.1566877337804722,0.28310912463666504,197.0767666497204
BPCL,30,Mar 2020,20204,1967.0,34565,65476,48852,150860,60175,17757,27029,45900,150860,1.792291689477718,0.24215829245658227,185.7244534824606
BPCL,33,Mar 2021,20214,2093.0,51462,54532,52891,160978,64098,17037,26768,53075,160978,1.0182429278312015,0.3326852116438271,255.87673196368848
BPCL,36,Mar 2022,20224,2129.0,49776,64534,71089,187529,83901,15433,23616,64578,187529,1.243309893073885,0.2767838574300508,243.79990605918272
BPCL,39,Mar 2023,20234,2129.0,51393,69376,65210,188109,86675,16249,26778,58406,188109,1.2962146407084938,0.2845265245150418,251.39502113668388
BPCL,41,Mar 2024,20244,2136.0,73499,54599,72184,202418,86798,20204,26631,68785,202418,0.7218747934157467,0.37365748105405644,354.09644194756555
BPCL,40,Sep 2024,20242,4273.0,72835,58880,75238,211226,100261,9127,27239,74599,211226,0.763604295274161,0.36504975713217125,180.45401357360169
BRITANNIA,7,Mar 2013,20134,24.0,534,380,946,1883,737,147,108,891,1883,0.6810035842293907,0.2963356346255975,23.25
BRITANNIA,11,Mar 2014,20144,24.0,774,150,1159,2107,848,107,198,954,2107,0.18796992481203006,0.3787375415282392,33.25
BRITANNIA,15,Mar 2015,20154,24.0,1221,145,1403,2793,844,48,518,1383,2793,0.11646586345381527,0.44575725026852847,51.875
BRITANNIA,18,Mar 2016,20164,24.0,2068,131,1271,3494,950,90,788,1665,3494,0.06261950286806883,0.5987406983400114,87.16666666666667
BRITANNIA,21,Mar 2017,20174,24.0,2672,125,1288,4109,1160,30,487,2432,4109,0.046364985163204746,0.6561207106351911,112.33333333333333
BRITANNIA,24,Mar 2018,20184,24.0,3382,201,1581,5188,1346,203,1079,2560,5188,0.05901350557839107,0.656515034695451,141.91666666666666
BRITANNIA,27,Mar 2019,20194,24.0,4229,156,1829,6238,1688,101,1476,2972,6238,0.03667999059487421,0.6817890349470984,177.20833333333334
BRITANNIA,30,Mar 2020,20204,24.0,4379,1538,1889,7830,1878,40,2893,3019,7830,0.3493072904837611,0.5623243933588761,183.45833333333334
BRITANNIA,33,Mar 2021,20214,24.0,3524,2122,2331,8000,1793,117,2781,3310,8000,0.5980834272829764,0.4435,147.83333333333334
BRITANNIA,36,Mar 2022,20224,24.0,2534,2481,2487,7527,1753,536,1762,3475,7527,0.9698983580922595,0.3398432310349409,106.58333333333333
BRITANNIA,39,Mar 2023,20234,24.0,3510,2997,2819,9351,2655,105,3324,3266,9351,0.8480475382003395,0.3779274943856272,147.25
BRITANNIA,41,Mar 2024,20244,24.0,3917,2065,3065,9072,2771,188,2767,3346,9072,0.5239786856127886,0.43441358024691357,164.20833333333334
BRITANNIA,40,Sep 2024,20242,24.0,3186,2754,3503,9467,2950,56,2368,4092,9467,0.8579439252336448,0.3390725678673286,133.75
CANBK,7,Mar 2013,20134,443.0,24733,376040,18108,419324,2883,1,127534,288907,419324,14.936447410231967,0.06003949213496008,113.66139954853273
CANBK,11,Mar 2014,20144,461.0,29715,447913,23000,501090,6661,1,135445,358982,501090,14.843352332979851,0.06022071883294418,130.91540130151844
CANBK,15,Mar 2015,20154,475.0,32017,499488,26578,558558,6969,1,152122,399466,558558,15.37264557429521,0.058171219461542044,136.8084210526316
CANBK,18,Mar 2016,20164,543.0,31867,506712,24603,563725,7206,0,152470,404049,563725,15.634433816723234,0.05749257173267107,119.37384898710866
CANBK,21,Mar 2017,20174,597.0,34088,534858,26615,596159,7185,0,162073,426901,596159,15.420441112873,0.05818078734029009,116.19765494137353
CANBK,24,Mar 2018,20184,733.0,36164,563756,30781,631435,8335,0,157444,465657,631435,15.279182589370409,0.058433567984036365,100.67394270122783
CANBK,27,Mar 2019,20194,753.0,36936,640166,33928,711783,8433,0,168678,534672,711783,16.98548648146674,0.052950126653769476,100.10358565737052
CANBK,30,Mar 2020,20204,1030.0,40176,668170,32064,741440,8323,0,192645,540472,741440,16.215356986846576,0.055575636599050494,80.01165048543689
CANBK,33,Mar 2021,20214,1647.0,60763,1060998,56132,1179540,11269,2,286191,882077,1179540,17.000448646050312,0.05291045661868186,75.78627808136005
CANBK,36,Mar 2022,20224,1814.0,68147,1132626,56202,1258789,11447,2,311347,935992,1258789,16.18939123225797,0.05557801982699245,77.13450937155457
CANBK,39,Mar 2023,20234,1814.0,76240,1237160,65816,1381030,10334,0,352893,1017803,1381030,15.850052527737208,0.05651868532906599,86.05733186328555
CANBK,41,Mar 2024,20244,1814.0,90319,1369780,73104,1535018,12331,0,399207,1123480,1535018,14.867419925542423,0.060020794544428796,101.57993384785006
CHOLAFIN,7,Mar 2013,20134,143.0,1809,15269,1007,18228,73,0,172,17984,18228,7.822233606557377,0.10708799648891815,27.3006993006993
CHOLAFIN,11,Mar 2014,20144,143.0,2144,18075,1182,21544,74,0,39,21431,21544,7.903366856143419,0.1061548458967694,31.986013986013987
CHOLAFIN,15,Mar 2015,20154,144.0,2531,19950,1243,23868,69,0,25,23775,23868,7.457943925233645,0.1120747444276856,37.15277777777778
CHOLAFIN,18,Mar 2016,20164,156.0,3514,22546,1673,27889,120,0,16,27753,27889,6.143324250681199,0.1315931012227043,47.05128205128205
CHOLAFIN,21,Mar 2017,20174,156.0,4142,24071,2230,30598,150,0,182,30266,30598,5.600511865984179,0.14046669716974966,55.1025641025641
CHOLAFIN,24,Mar 2018,20184,156.0,4969,38330,711,44167,170,4,23,43970,44167,7.479024390243903,0.11603686009916907,65.7051282051282
CHOLAFIN,27,Mar 2019,20194,156.0,6052,50567,715,57490,167,14,42,57267,57490,8.145457474226804,0.10798399721690728,79.58974358974359
CHOLAFIN,30,Mar 2020,20204,164.0,8036,55005,853,64058,283,11,33,63732,64058,6.707926829268293,0.1280089918511349,100.0
CHOLAFIN,33,Mar 2021,20214,164.0,9436,63730,1314,74644,228,10,1583,72823,74644,6.638541666666667,0.12861047103585016,117.07317073170732
CHOLAFIN,36,Mar 2022,20224,164.0,11605,69174,1536,82478,259,37,2055,80127,82478,5.87764465969921,0.14269259681369578,143.52439024390245
CHOLAFIN,39,Mar 2023,20234,164.0,14182,97358,1923,113627,403,60,3562,109602,113627,6.786421302105117,0.12625520342876254,174.9512195121951
CHOLAFIN,41,Mar 2024,20244,168.0,19425,134475,2618,156686,1563,13,4036,151075,156686,6.863420609401317,0.12504627088572048,233.25
CHOLAFIN,40,Sep 2024,20242,168.0,21243,157943,2591,181945,1669,0,5787,174489,181945,7.376722245574705,0.11767841930253647,254.89285714285714
CIPLA,7,Mar 2013,20134,161.0,8858,967,1672,11658,3610,378,2532,5138,11658,0.10721809513249805,0.7736318407960199,112.03726708074534
CIPLA,11,Mar 2014,20144,161.0,9890,1248,2102,13400,6496,442,709,5753,13400,0.1241667495771565,0.7500746268656716,124.85714285714286
CIPLA,15,Mar 2015,20154,161.0,10641,1703,3166,15670,6830,581,640,7620,15670,0.15765598963154973,0.6893426930440332,134.1863354037267
CIPLA,18,Mar 2016,20164,161.0,11356,5202,4331,21049,9368,2061,759,8862,21049,0.45168012503256055,0.5471518836999383,143.06832298136646
CIPLA,21,Mar 2017,20174,161.0,12383,4113,4213,20869,9492,1683,973,8721,20869,0.3278858418367347,0.6010829459964541,155.82608695652175
CIPLA,24,Mar 2018,20184,161.0,14068,4098,4346,22673,9950,981,1259,10483,22673,0.2880033733923677,0.6275746482600449,176.75776397515529
CIPLA,27,Mar 2019,20194,161.0,14851,4316,4433,23762,9608,676,2554,10923,23762,0.2875033306687983,0.63176500294588,186.48447204968943
CIPLA,30,Mar 2020,20204,161.0,15602,2816,4843,23423,9683,825,1471,11444,23423,0.17864619678995114,0.6729710113990522,195.8136645962733
CIPLA,33,Mar 2021,20214,161.0,18165,2014,4514,24855,9516,969,2710,11661,24855,0.10989850485648806,0.7373164353248843,227.65217391304347
CIPLA,36,Mar 2022,20224,161.0,20680,1056,4960,26857,9683,766,2551,13857,26857,0.05066935367784655,0.7759988085043006,258.8944099378882
CIPLA,39,Mar 2023,20234,161.0,23246,803,5089,29300,9160,1093,3662,15384,29300,0.03430597684453369,0.7988737201365188,290.7701863354037
CIPLA,41,Mar 2024,20244,161.0,26545,559,5267,32533,9607,1153,5449,16323,32533,0.020931625851868495,0.8208895582946547,331.75155279503105
CIPLA,40,Sep 2024,20242,162.0,28201,461,5832,34655,10342,1097,4995,18221,34655,0.01625356979162994,0.8184388977059588,350.1604938271605
COALINDIA,7,Mar 2013,20134,6316.0,42156,1305,61206,110983,13466,3496,2395,91626,110983,0.026922759531275788,0.436751574565474,76.74477517416086
COALINDIA,11,Mar 2014,20144,6316.0,36088,178,62356,104938,14784,4316,3775,82063,104938,0.0041977171964908975,0.40408622234081076,67.13742875237492
COALINDIA,15,Mar 2015,20154,6316.0,34037,408,70505,111267,16115,5159,2813,87179,111267,0.010110772433276337,0.36266817654830275,63.89012032932235
COALINDIA,18,Mar 2016,20164,6316.0,28517,1199,77528,113560,22082,4553,2906,84018,113560,0.034421382022794475,0.30673652694610776,55.150411652944896
COALINDIA,21,Mar 2017,20174,6207.0,18311,3014,91054,118587,23811,8585,1483,84708,118587,0.12293009217717596,0.2067511615944412,39.5005638794909
COALINDIA,24,Mar 2018,20184,6207.0,13971,1538,103754,125471,27574,10273,1704,85920,125471,0.07622162751511548,0.16081803763419436,32.508458192363456
COALINDIA,27,Mar 2019,20194,6163.0,20292,2210,104356,133021,32618,9658,3170,87576,133021,0.08353808353808354,0.1988783725877869,42.92552328411488
COALINDIA,30,Mar 2020,20204,6163.0,25994,6434,111430,150020,36784,8328,1973,102936,150020,0.20008085331343098,0.21435141981069192,52.17751095245822
COALINDIA,33,Mar 2021,20214,6163.0,30355,5884,118649,161051,42405,10490,5950,102206,161051,0.16112602004490936,0.22674804875474228,59.25361025474607
COALINDIA,36,Mar 2022,20224,6163.0,36980,3514,132780,179436,46677,12897,8921,110942,179436,0.08145006142363767,0.2404367016652177,70.00324517280546
COALINDIA,39,Mar 2023,20234,6163.0,54680,4331,156222,221396,64547,17622,7139,132087,221396,0.07118320924346268,0.2748152631483857,98.7230245010547
COALINDIA,41,Mar 2024,20244,6163.0,76567,6523,147217,236470,75668,18960,7110,134731,236470,0.0788468512027076,0.34985410411468687,134.23657309751746
COALINDIA,40,Sep 2024,20242,6163.0,90034,7816,145345,249359,83642,16129,9058,140529,249359,0.0812499350291589,0.3857771325679041,156.08794418302776
DABUR,7,Mar 2013,20134,174.0,1921,1151,1462,4709,1582,93,929,2105,4709,0.5494033412887828,0.4448927585474623,12.040229885057471
DABUR,11,Mar 2014,20144,174.0,2482,708,1948,5312,1767,22,1076,2447,5312,0.26656626506024095,0.5,15.264367816091953
DABUR,15,Mar 2015,20154,176.0,3178,734,2019,6106,1877,50,1813,2365,6106,0.21884317233154443,0.5492957746478874,19.056818181818183
DABUR,18,Mar 2016,20164,176.0,3995,805,1956,6932,1667,45,2691,2529,6932,0.19299928074802206,0.6017022504327756,23.698863636363637
DABUR,21,Mar 2017,20174,176.0,4671,975,1910,7732,1958,42,3240,2492,7732,0.20115535382710956,0.6268753233316089,27.539772727272727
DABUR,24,Mar 2018,20184,176.0,5530,938,2058,8702,2028,42,3805,2827,8702,0.16438836312653346,0.6557113307285681,32.42045454545455
DABUR,27,Mar 2019,20194,177.0,5455,699,2106,8437,1969,64,3359,3045,8437,0.12411221590909091,0.6675358539765319,31.819209039548024
DABUR,30,Mar 2020,20204,177.0,6429,522,2209,9337,2253,147,2800,4137,9337,0.07901907356948229,0.7075077648066831,37.32203389830509
DABUR,33,Mar 2021,20214,177.0,7487,509,2661,10833,2243,147,4160,4283,10833,0.06641440501043841,0.7074679220899105,43.29943502824859
DABUR,36,Mar 2022,20224,177.0,8205,1030,2872,12284,2308,168,6220,3589,12284,0.12288236697685516,0.6823510257245197,47.355932203389834
DABUR,39,Mar 2023,20234,177.0,8796,1174,3505,13652,3579,175,6265,3633,13652,0.13083695531037556,0.6572663346029886,50.69491525423729
DABUR,41,Mar 2024,20244,177.0,9689,1365,3885,15116,3815,232,6933,4136,15116,0.13835394283397526,0.6526858957396137,55.740112994350284
DABUR,40,Sep 2024,20242,177.0,10185,1752,4259,16373,3874,190,7599,4710,16373,0.1690793283149971,0.6328711903743969,58.54237288135593
DIVISLAB,7,Mar 2013,20134,27.0,2474,33,605,3139,909,303,408,1519,3139,0.013194722111155539,0.7967505575023893,185.25925925925927
DIVISLAB,11,Mar 2014,20144,27.0,2937,18,729,3710,1222,144,502,1842,3710,0.006072874493927126,0.798921832884097,219.55555555555554
DIVISLAB,15,Mar 2015,20154,27.0,3469,27,883,4405,1309,218,733,2145,4405,0.007723112128146453,0.7936435868331442,258.962962962963
DIVISLAB,18,Mar 2016,20164,53.0,4240,42,562,4898,1439,264,803,2392,4898,0.009783368273934312,0.8764801959983667,162.0
DIVISLAB,21,Mar 2017,20174,53.0,5304,36,762,6155,1559,444,1631,2521,6155,0.006720179204778794,0.8703493095044679,202.1509433962264
DIVISLAB,24,Mar 2018,20184,53.0,5872,63,797,6785,1996,120,1889,2780,6785,0.010632911392405063,0.8732498157700811,223.58490566037736
DIVISLAB,27,Mar 2019,20194,53.0,6904,106,973,8036,2088,492,1946,3511,8036,0.015236452493891045,0.865729218516675,262.52830188679246
DIVISLAB,30,Mar 2020,20204,53.0,7257,39,1183,8531,2782,920,971,3858,8531,0.00533515731874145,0.8568749267377799,275.8490566037736
DIVISLAB,33,Mar 2021,20214,53.0,9242,5,1471,10771,3704,711,0,6356,10771,0.0005379236148466917,0.8629653699749327,350.75471698113205
DIVISLAB,36,Mar 2022,20224,53.0,11675,4,1628,13360,4325,470,72,8493,13360,0.00034106412005457026,0.8778443113772455,442.5660377358491
DIVISLAB,39,Mar 2023,20234,53.0,12714,4,1654,14425,4722,212,77,9414,14425,0.0003133077465340331,0.8850606585788562,481.77358490566036
DIVISLAB,41,Mar 2024,20244,53.0,13518,3,1886,15460,4739,778,82,9861,15460,0.0002210596124088129,0.8778137128072445,512.1132075471698
DIVISLAB,40,Sep 2024,20242,53.0,13664,8,1861,15586,4658,1316,85,9527,15586,0.000583217904789677,0.8800846913897087,517.622641509434
DLF,7,Mar 2013,20134,340.0,25389,26600,12318,64647,19849,7834,1334,35630,64647,1.0338528508686695,0.39799217287731836,151.3470588235294
DLF,11,Mar 2014,20144,356.0,27039,24133,12997,64525,18835,5979,891,38820,64525,0.8809271764920606,0.42456412243316544,153.90449438202248
DLF,15,Mar 2015,20154,356.0,27013,24495,14398,66262,19619,5901,623,40119,66262,0.8949906828894004,0.4130421659473001,153.75842696629215
DLF,18,Mar 2016,20164,357.0,23712,25264,12396,61729,3943,1779,21310,34697,61729,1.049648926004404,0.3899139788430073,134.8403361344538
DLF,21,Mar 2017,20174,357.0,24216,29202,10179,63954,24640,153,1209,37952,63954,1.1883774874862654,0.38422928980204524,137.6638655462185
DLF,24,Mar 2018,20184,357.0,34954,17491,7783,60585,8082,137,20832,31533,60585,0.49534139503270935,0.5828340348271024,197.82072829131653
DLF,27,Mar 2019,20194,441.0,33135,17222,15684,66483,6322,103,21005,39053,66483,0.5129258994519895,0.5050313614006589,152.2721088435374
DLF,30,Mar 2020,20204,495.0,33952,8103,13341,55890,5187,89,18566,32049,55890,0.23523093447905477,0.6163356593308285,139.17979797979797
DLF,33,Mar 2021,20214,495.0,34849,6886,11258,53488,4856,95,19746,28791,53488,0.19482797645993663,0.6607837271911456,142.8040404040404
DLF,36,Mar 2022,20224,495.0,35867,4182,10623,51167,4862,81,19779,26444,51167,0.1150101754578956,0.710653350792503,146.91717171717173
DLF,39,Mar 2023,20234,495.0,37192,3334,11551,52572,4785,61,19481,28245,52572,0.08846551861384562,0.716864490603363,152.27070707070706
DLF,41,Mar 2024,20244,495.0,38936,4834,14804,59069,3880,71,20138,34981,59069,0.12259389820192235,0.6675413499466726,159.3171717171717
DLF,40,Sep 2024,20242,495.0,39732,4290,18062,62579,3836,73,20900,37770,62579,0.1066447908121411,0.6428194761821058,162.53333333333333
DMART,7,Mar 2013,20134,544.0,245,526,176,1492,925,118,16,433,1492,0.6666666666666666,0.5288203753351206,14.503676470588236
DMART,11,Mar 2014,20144,547.0,409,641,211,1808,1172,89,16,532,1808,0.6705020920502092,0.5287610619469026,17.477148080438756
DMART,15,Mar 2015,20154,562.0,638,904,251,2355,1528,98,15,713,2355,0.7533333333333333,0.5095541401273885,21.352313167259787
DMART,18,Mar 2016,20164,562.0,959,1192,389,3102,2094,82,29,897,3102,0.7836949375410914,0.49032882011605416,27.06405693950178
DMART,21,Mar 2017,20174,624.0,3218,1497,480,5819,2578,153,26,3063,5819,0.3896408120770432,0.6602509022168758,61.570512820512825
DMART,24,Mar 2018,20184,624.0,4045,439,540,5648,3400,147,68,2033,5648,0.09402441636324695,0.8266643059490085,74.82371794871796
DMART,27,Mar 2019,20194,624.0,4963,700,718,7006,4400,377,17,2212,7006,0.12529085376767496,0.797459320582358,89.53525641025641
DMART,30,Mar 2020,20204,648.0,10432,333,663,12076,5948,364,15,5749,12076,0.030054151624548737,0.9175223583968202,170.98765432098767
DMART,33,Mar 2021,20214,648.0,11536,393,1079,13655,7009,1020,3,5624,13655,0.032255416940249505,0.8922738923471256,188.0246913580247
DMART,36,Mar 2022,20224,648.0,13030,647,1146,15471,9260,1129,6,5076,15471,0.04730223716917678,0.8841057462348911,211.08024691358025
DMART,39,Mar 2023,20234,648.0,15430,643,1383,18105,11340,829,202,5733,18105,0.039992536385122526,0.888041977354322,248.1172839506173
DMART,41,Mar 2024,20244,651.0,18047,592,1882,21172,13415,935,107,6716,21172,0.031661140228901485,0.8831475533723786,287.21966205837174
DMART,40,Sep 2024,20242,651.0,19487,713,2189,23040,14542,1107,87,7304,23040,0.03540570066540868,0.8740451388888889,309.3394777265745
